time, msckf_x, msckf_y, msckf_z, msckf_roll, msckf_pitch, msckf_yaw, opti_x, opti_y, opti_z, opti_roll, opti_pitch, opti_yaw
3.257000571466051e-06,0,0,0,0,0,0,0,0,0,0,0,0
0.0052602600007958245,0,0,0,0,0,0,0,0,0,0,0,0
0.010216118000244023,0,0,0,0,0,0,0,0,0,0,0,0
0.015098382000360289,0,0,0,0,0,0,0,0,0,0,0,0
0.020092462000320666,0,0,0,0,0,0,0,0,0,0,0,0
0.025150061000204005,0.0026420857876506736,0.0007416938716319921,0.001719199662870726,12.55907250311523,0.003872836987968659,-0.18459732318661687,0,0,0,0,0,0
0.03021373699994001,0.0026420857876506736,0.0007416938716319921,0.001719199662870726,12.55907250311523,0.003872836987968659,-0.18459732318661687,0,0,0,0,0,0
0.035137577000568854,0.0026420857876506736,0.0007416938716319921,0.001719199662870726,12.55907250311523,0.003872836987968659,-0.18459732318661687,0,0,0,0,0,0
0.040133875000719854,0.0026420857876506736,0.0007416938716319921,0.001719199662870726,12.55907250311523,0.003872836987968659,-0.18459732318661687,0,0,0,0,0,0
0.045499939000364975,0.0026420857876506736,0.0007416938716319921,0.001719199662870726,12.55907250311523,0.003872836987968659,-0.18459732318661687,0,0,0,0,0,0
0.05024712000067666,0.0026420857876506736,0.0007416938716319921,0.001719199662870726,12.55907250311523,0.003872836987968659,-0.18459732318661687,0,0,0,0,0,0
0.05512682800053881,0.0026420857876506736,0.0007416938716319921,0.001719199662870726,12.55907250311523,0.003872836987968659,-0.18459732318661687,0,0,0,0,0,0
0.06013517400060664,0.0026420857876506736,0.0007416938716319921,0.001719199662870726,12.55907250311523,0.003872836987968659,-0.18459732318661687,0,0,0,0,0,0
0.06512109800041799,0.0026420857876506736,0.0007416938716319921,0.001719199662870726,12.55907250311523,0.003872836987968659,-0.18459732318661687,0,0,0,0,0,0
0.0702112440003475,0.0025914374627916186,0.0006540020480243058,0.0016781350161685698,12.561364286045889,0.006273840322922974,-0.18061890089525834,0,0,0,0,0,0
0.07557982200069091,0.0025914374627916186,0.0006540020480243058,0.0016781350161685698,12.561364286045889,0.006273840322922974,-0.18061890089525834,0,0,0,0,0,0
0.08012434600004781,0.0026583319707799537,0.0005552230104453196,0.0017368424966735152,12.561439468180039,0.006661651864557031,-0.18073944505199885,0,0,0,0,0,0
